"BOM Report: LOOD-17747-001, Last Modified: 2025-02-14-07-12-34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOM Usage Attributes,,,,,,,,,,,,,,,,,,,Naming,,,,,,,,,,,,,,Part Attributes,,,,,,,,,,,,,,,,,,,,CAD Physical Attributes,,,,Physical Attributes,,,,,,CS Attributes,,System Attributes,,,
Level,Number,Type,Assembly Mode,L-Nr.,QTY,Unit,Version,Name,State,Service Level,"Food
Contact ",Delivery Item,"Lifetime 
Quantity",Lifetime Unit,"SPC 
Termination","Initial Spare 
Part Indic.","Operating
Element","BOM
Class 1",Name EN-US,Description EN-US,Name DE-DE,Description DE-DE,Name ZH-CHS,Description ZH-CHS,Name ES-ES,Description ES-ES,Name PT-BR,Description PT-BR,Name CS-CZ,Description CS-CZ,Name VI-VN,Description VI-VN,Partner,Source,Comparable,Configuration Type,Default Unit,"Reuse Not 
Allowed","Old Part 
Number",Machine Type,Basic Material,"Basic Material
Description",Supersede,Superseded By,"Material 
Group","No Logistic 
Relevance","Dangerous
Good Indic.",ClassNode,Legacy ID,Electrical Relevant,Doc Classification,Stackability,Delta X [mm],Delta Y [mm],Delta Z [mm],Mass [kg],Length [mm],Width [mm],Height [mm],Netto Weight,Weight Unit,Weight Code,Service Life in Months:,SPC Termination Part:,Design Office,Division,Modified by,Last Modified
2,LONT-15940-001,Standard Part,Component,68,1,each,00.6 ,"terminal block 1,5 mm2 500 V 25 A",Released,,,,,,,,W5(-P1),K1.B1,"terminal block 1,5 mm2 500 V 25 A","terminal block 1,5 mm2 500 V 25 A
 manufacturer Phoenix
order no. 3031047
type ZPV 1,5/2,5 (8/1)
conductor cross-section 0,2 -2,5 mm2
and AWG 12 -26","Reihenklemme 1,5 mm2 500 V 25 A","Reihenklemme 1,5 mm2 500 V 25 A
 Hersteller Phoenix
Bestell-Nr. 3031047
Typ ZPV 1,5/2,5 (8/1)
Leiter Querschnitt 0,2 -2,5 mm2
und AWG 12 -26","接线盒 1,5 mm2 500 伏 25 A","接线盒 1,5 mm2 500 伏 25 A
 制造商 Phoenix
订单号 3031047
型号 ZPV 1,5/2,5 (8/1)
导体 横截面 0,2 -2,5 mm2
和 美制线规 12 -26","borne en serie 1,5 mm2 500 V 25 A","borne en serie 1,5 mm2 500 V 25 A
 fabricante Phoenix
n.º de pedido 3031047
tipo ZPV 1,5/2,5 (8/1)
conductor eléctrico sección 0,2 -2,5 mm2
y AWG 12 -26","régua de bornes 1,5 mm2 500 V 25 A","régua de bornes 1,5 mm2 500 V 25 A
 fabricante Phoenix
n.° de encomenda 3031047
tipo ZPV 1,5/2,5 (8/1)
condutor elétrico seção transversal 0,2
 -2,5 mm2
e bitola de fios em AWG 12 -26","řadová svorka 1,5 mm2 500 V 25 A","řadová svorka 1,5 mm2 500 V 25 A
 výrobce Phoenix
obj. č. 3031047
typ ZPV 1,5/2,5 (8/1)
elektrický vodič příčný řez 0,2 -2,5 mm2
a AWG 12 -26","tổ hợp trạm cuối 1,5 mm2 500 V 25 A","tổ hợp trạm cuối 1,5 mm2 500 V 25 A
 nhà sản xuất Phoenix
đơn hàng số 3031047
loại ZPV 1,5/2,5 (8/1)
vật dẫn điện mặt cắt 0,2 -2,5 mm2
và Cáp AWG 12 -26","BLOC, BLOA",Buy,,,each,false,102095952,,,,,,27141111,false,Dangerous Good No / Hazardous Good No,K01126,,,,,,,,0.01,141,5.2,58.5,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Zandonella, Romolo",2022-08-03 11:41:49
2,LONT-82773-001,Standard Part,Separable,69,1,each,00.3 ,Schnellmontage-Endhalter Clipfix 35,Released,,,,,,,,W5(-P1),K1.B1,Schnellmontage-Endhalter Clipfix 35,"Schnellmontage-Endhalter Clipfix 35
Phoenix Contact Deutschland GmbH: 3022218
Alte Nummer: 18 90 00 235",Schnellmontage-Endhalter Clipfix 35,"Schnellmontage-Endhalter Clipfix 35
Phoenix Contact Deutschland GmbH: 3022218
Alte Nummer: 18 90 00 235",,,,,,,,,,,BLOA,Buy,,,each,false,18 90 00 235,,,,,,,false,Dangerous Good No / Hazardous Good No,,,,,,,,,,,,,,,,,,S13 Standardization  BLOA,OP Optics (B8),"Malinovic, Sasa Administrator",2019-11-15 04:01:10
2,LONT-19276-001,Standard Part,Component,70,1,each,00.5 ,"jumper FBS 5-5, five-pole",Released,,,,,,,,W5(-P1),K1.B1,"jumper FBS 5-5, five-pole","jumper FBS 5-5, five-pole
 manufacturer Phönix
order no. 3030190
number of poles 5","Jumper FBS 5-5, 5-polig","Jumper FBS 5-5, 5-polig
 Hersteller Phönix
Bestell-Nr. 3030190
Polzahl 5","跨接器 FBS 5-5, 五极的","跨接器 FBS 5-5, 五极的
 制造商 Phönix
订单号 3030190
极数 5","jumper FBS 5-5, de 5 polos","jumper FBS 5-5, de 5 polos
 fabricante Phönix
n.º de pedido 3030190
número de polos 5","jumper FBS 5-5, de 5 polos","jumper FBS 5-5, de 5 polos
 fabricante Phönix
n.° de encomenda 3030190
número de polos 5","vodivá spojka FBS 5-5, pětipólový","vodivá spojka FBS 5-5, pětipólový
 výrobce Phönix
obj. č. 3030190
počet pólů 5","cầu nối FBS 5-5, năm cực","cầu nối FBS 5-5, năm cực
 nhà sản xuất Phönix
đơn hàng số 3030190
số cực 5","BLOC, BLOA",Buy,,,each,false,102074544,,,,,,27260701,false,Dangerous Good No / Hazardous Good No,K01114,,,,,,,,0.01,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Zandonella, Romolo",2022-08-08 09:13:39
2,LONT-15941-001,Standard Part,Component,71,1,each,00.7 ,lid for terminal block,Released,,,,,,,,W5(-P1),K1.B1,lid for terminal block,"lid for terminal block
 manufacturer Phoenix
order no. 3031050
type D-ZPV 1,5/2,5(8/1)
paint gray",Deckel für Reihenklemme,"Deckel für Reihenklemme
 Hersteller Phoenix
Bestell-Nr. 3031050
Modell D-ZPV 1,5/2,5(8/1)
Farbe grau",盖子   接线盒,"盖子   接线盒
 制造商 Phoenix
订单号 3031050
型号 D-ZPV 1,5/2,5(8/1)
油漆 灰色",tapa para borne en serie,"tapa para borne en serie
 fabricante Phoenix
n.º de pedido 3031050
modelo D-ZPV 1,5/2,5(8/1)
pintura gris",tampa para régua de bornes,"tampa para régua de bornes
 fabricante Phoenix
n.° de encomenda 3031050
modelo D-ZPV 1,5/2,5(8/1)
pintura cinza",víko pro řadová svorka,"víko pro řadová svorka
 výrobce Phoenix
obj. č. 3031050
model D-ZPV 1,5/2,5(8/1)
nátěrová barva šedý",nắp để tổ hợp trạm cuối,"nắp để tổ hợp trạm cuối
 nhà sản xuất Phoenix
đơn hàng số 3031050
chủng loại D-ZPV 1,5/2,5(8/1)
sơn xám","BLOA, BLOC",Buy,,,each,false,102095955,,,,,,27149110,false,Dangerous Good No / Hazardous Good No,K01126,,,,,,,,0.01,2,141,58.5,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Zandonella, Romolo",2022-08-03 11:42:02
2,LONT-15940-001,Standard Part,Component,72,3,each,00.6 ,"terminal block 1,5 mm2 500 V 25 A",Released,,,,,,,,W5(-P2),K1.B1,"terminal block 1,5 mm2 500 V 25 A","terminal block 1,5 mm2 500 V 25 A
 manufacturer Phoenix
order no. 3031047
type ZPV 1,5/2,5 (8/1)
conductor cross-section 0,2 -2,5 mm2
and AWG 12 -26","Reihenklemme 1,5 mm2 500 V 25 A","Reihenklemme 1,5 mm2 500 V 25 A
 Hersteller Phoenix
Bestell-Nr. 3031047
Typ ZPV 1,5/2,5 (8/1)
Leiter Querschnitt 0,2 -2,5 mm2
und AWG 12 -26","接线盒 1,5 mm2 500 伏 25 A","接线盒 1,5 mm2 500 伏 25 A
 制造商 Phoenix
订单号 3031047
型号 ZPV 1,5/2,5 (8/1)
导体 横截面 0,2 -2,5 mm2
和 美制线规 12 -26","borne en serie 1,5 mm2 500 V 25 A","borne en serie 1,5 mm2 500 V 25 A
 fabricante Phoenix
n.º de pedido 3031047
tipo ZPV 1,5/2,5 (8/1)
conductor eléctrico sección 0,2 -2,5 mm2
y AWG 12 -26","régua de bornes 1,5 mm2 500 V 25 A","régua de bornes 1,5 mm2 500 V 25 A
 fabricante Phoenix
n.° de encomenda 3031047
tipo ZPV 1,5/2,5 (8/1)
condutor elétrico seção transversal 0,2
 -2,5 mm2
e bitola de fios em AWG 12 -26","řadová svorka 1,5 mm2 500 V 25 A","řadová svorka 1,5 mm2 500 V 25 A
 výrobce Phoenix
obj. č. 3031047
typ ZPV 1,5/2,5 (8/1)
elektrický vodič příčný řez 0,2 -2,5 mm2
a AWG 12 -26","tổ hợp trạm cuối 1,5 mm2 500 V 25 A","tổ hợp trạm cuối 1,5 mm2 500 V 25 A
 nhà sản xuất Phoenix
đơn hàng số 3031047
loại ZPV 1,5/2,5 (8/1)
vật dẫn điện mặt cắt 0,2 -2,5 mm2
và Cáp AWG 12 -26","BLOC, BLOA",Buy,,,each,false,102095952,,,,,,27141111,false,Dangerous Good No / Hazardous Good No,K01126,,,,,,,,0.01,141,5.2,58.5,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Zandonella, Romolo",2022-08-03 11:41:49
2,LONT-82773-001,Standard Part,Separable,73,1,each,00.3 ,Schnellmontage-Endhalter Clipfix 35,Released,,,,,,,,W5(-P2),K1.B1,Schnellmontage-Endhalter Clipfix 35,"Schnellmontage-Endhalter Clipfix 35
Phoenix Contact Deutschland GmbH: 3022218
Alte Nummer: 18 90 00 235",Schnellmontage-Endhalter Clipfix 35,"Schnellmontage-Endhalter Clipfix 35
Phoenix Contact Deutschland GmbH: 3022218
Alte Nummer: 18 90 00 235",,,,,,,,,,,BLOA,Buy,,,each,false,18 90 00 235,,,,,,,false,Dangerous Good No / Hazardous Good No,,,,,,,,,,,,,,,,,,S13 Standardization  BLOA,OP Optics (B8),"Malinovic, Sasa Administrator",2019-11-15 04:01:10
2,LONT-19276-001,Standard Part,Component,74,1,each,00.5 ,"jumper FBS 5-5, five-pole",Released,,,,,,,,W5(-P2),K1.B1,"jumper FBS 5-5, five-pole","jumper FBS 5-5, five-pole
 manufacturer Phönix
order no. 3030190
number of poles 5","Jumper FBS 5-5, 5-polig","Jumper FBS 5-5, 5-polig
 Hersteller Phönix
Bestell-Nr. 3030190
Polzahl 5","跨接器 FBS 5-5, 五极的","跨接器 FBS 5-5, 五极的
 制造商 Phönix
订单号 3030190
极数 5","jumper FBS 5-5, de 5 polos","jumper FBS 5-5, de 5 polos
 fabricante Phönix
n.º de pedido 3030190
número de polos 5","jumper FBS 5-5, de 5 polos","jumper FBS 5-5, de 5 polos
 fabricante Phönix
n.° de encomenda 3030190
número de polos 5","vodivá spojka FBS 5-5, pětipólový","vodivá spojka FBS 5-5, pětipólový
 výrobce Phönix
obj. č. 3030190
počet pólů 5","cầu nối FBS 5-5, năm cực","cầu nối FBS 5-5, năm cực
 nhà sản xuất Phönix
đơn hàng số 3030190
số cực 5","BLOC, BLOA",Buy,,,each,false,102074544,,,,,,27260701,false,Dangerous Good No / Hazardous Good No,K01114,,,,,,,,0.01,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Zandonella, Romolo",2022-08-08 09:13:39
2,LONT-15941-001,Standard Part,Component,75,1,each,00.7 ,lid for terminal block,Released,,,,,,,,W5(-P2),K1.B1,lid for terminal block,"lid for terminal block
 manufacturer Phoenix
order no. 3031050
type D-ZPV 1,5/2,5(8/1)
paint gray",Deckel für Reihenklemme,"Deckel für Reihenklemme
 Hersteller Phoenix
Bestell-Nr. 3031050
Modell D-ZPV 1,5/2,5(8/1)
Farbe grau",盖子   接线盒,"盖子   接线盒
 制造商 Phoenix
订单号 3031050
型号 D-ZPV 1,5/2,5(8/1)
油漆 灰色",tapa para borne en serie,"tapa para borne en serie
 fabricante Phoenix
n.º de pedido 3031050
modelo D-ZPV 1,5/2,5(8/1)
pintura gris",tampa para régua de bornes,"tampa para régua de bornes
 fabricante Phoenix
n.° de encomenda 3031050
modelo D-ZPV 1,5/2,5(8/1)
pintura cinza",víko pro řadová svorka,"víko pro řadová svorka
 výrobce Phoenix
obj. č. 3031050
model D-ZPV 1,5/2,5(8/1)
nátěrová barva šedý",nắp để tổ hợp trạm cuối,"nắp để tổ hợp trạm cuối
 nhà sản xuất Phoenix
đơn hàng số 3031050
chủng loại D-ZPV 1,5/2,5(8/1)
sơn xám","BLOA, BLOC",Buy,,,each,false,102095955,,,,,,27149110,false,Dangerous Good No / Hazardous Good No,K01126,,,,,,,,0.01,2,141,58.5,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Zandonella, Romolo",2022-08-03 11:42:02
2,LONT-19801-001,Standard Part,Component,76,7,each,00.10 ,"multi-level terminal block PTI 2,5-PE/",Released,,,,,,,,X20,K1.B1,"multi-level terminal block PTI 2,5-PE/","multi-level terminal block PTI 2,5-PE/
 L/L
 manufacturer Phoenix
art. no. 3213949","Mehrstockklemme PTI 2,5-PE/ L/L","Mehrstockklemme PTI 2,5-PE/ L/L
 Hersteller Phoenix
Art.-Nr. 3213949","多级接线盒 PTI 2,5-PE/ L/L","多级接线盒 PTI 2,5-PE/ L/L
 制造商 Phoenix
产品编号 3213949","borne de varios pisos PTI 2,5-PE/ L/L","borne de varios pisos PTI 2,5-PE/ L/L
 fabricante Phoenix
n.º art. 3213949",régua de bornes de vários níveis PTI,"régua de bornes de vários níveis PTI
 2,5-PE/ L/L
 fabricante Phoenix
número do artigo 3213949","vícepatrová svorkovnice PTI 2,5-PE/ L/L","vícepatrová svorkovnice PTI 2,5-PE/ L/L
 výrobce Phoenix
č. položky 3213949","tổ hợp trạm cuối đa tầng PTI 2,5-PE/ L/L","tổ hợp trạm cuối đa tầng PTI 2,5-PE/ L/L
 nhà sản xuất Phoenix
mã số sản phẩm 3213949",Corporate,Buy,,,each,false,102212899,,,,HAZF-99873-001,,27141111,false,Dangerous Good No / Hazardous Good No,K01126,,true,,,101,49,5.5,0.018,101,49,5.5,1.6000000759959E-2,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Zandonella, Romolo",2024-05-29 10:35:27
2,LONT-31312-001,Standard Part,Separable,77,1,each,00.5 ,lid  D-PTI/3,Released,,,,,,,,X20,K1.B1,lid  D-PTI/3,"lid  D-PTI/3
 manufacturer Phoenix
art. no. 3213975
color gray",Deckel  D-PTI/3,"Deckel  D-PTI/3
 Hersteller Phoenix
Art.-Nr. 3213975
Farbe grau",盖子  D-PTI/3,"盖子  D-PTI/3
 制造商 Phoenix
产品编号 3213975
颜色 灰色",tapa  D-PTI/3,"tapa  D-PTI/3
 fabricante Phoenix
n.º art. 3213975
color gris",tampa  D-PTI/3,"tampa  D-PTI/3
 fabricante Phoenix
número do artigo 3213975
cor cinza",víko  D-PTI/3,"víko  D-PTI/3
 výrobce Phoenix
č. položky 3213975
barva šedý",nắp  D-PTI/3,"nắp  D-PTI/3
 nhà sản xuất Phoenix
mã số sản phẩm 3213975
màu sắc xám",Corporate,Buy,,,each,false,102212941,,,,HAZF-99874-001,,27141111,false,Dangerous Good No / Hazardous Good No,K01077,,true,,,101,50,5,0.04,101,50,5,0.04,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Uhlik,Victor",2023-12-20 07:57:01
2,LONT-82773-001,Standard Part,Separable,78,1,each,00.3 ,Schnellmontage-Endhalter Clipfix 35,Released,,,,,,,,X20,K1.B1,Schnellmontage-Endhalter Clipfix 35,"Schnellmontage-Endhalter Clipfix 35
Phoenix Contact Deutschland GmbH: 3022218
Alte Nummer: 18 90 00 235",Schnellmontage-Endhalter Clipfix 35,"Schnellmontage-Endhalter Clipfix 35
Phoenix Contact Deutschland GmbH: 3022218
Alte Nummer: 18 90 00 235",,,,,,,,,,,BLOA,Buy,,,each,false,18 90 00 235,,,,,,,false,Dangerous Good No / Hazardous Good No,,,,,,,,,,,,,,,,,,S13 Standardization  BLOA,OP Optics (B8),"Malinovic, Sasa Administrator",2019-11-15 04:01:10
2,LONT-19801-001,Standard Part,Component,79,2,each,00.10 ,"multi-level terminal block PTI 2,5-PE/",Released,,,,,,,,X21,K1.B1,"multi-level terminal block PTI 2,5-PE/","multi-level terminal block PTI 2,5-PE/
 L/L
 manufacturer Phoenix
art. no. 3213949","Mehrstockklemme PTI 2,5-PE/ L/L","Mehrstockklemme PTI 2,5-PE/ L/L
 Hersteller Phoenix
Art.-Nr. 3213949","多级接线盒 PTI 2,5-PE/ L/L","多级接线盒 PTI 2,5-PE/ L/L
 制造商 Phoenix
产品编号 3213949","borne de varios pisos PTI 2,5-PE/ L/L","borne de varios pisos PTI 2,5-PE/ L/L
 fabricante Phoenix
n.º art. 3213949",régua de bornes de vários níveis PTI,"régua de bornes de vários níveis PTI
 2,5-PE/ L/L
 fabricante Phoenix
número do artigo 3213949","vícepatrová svorkovnice PTI 2,5-PE/ L/L","vícepatrová svorkovnice PTI 2,5-PE/ L/L
 výrobce Phoenix
č. položky 3213949","tổ hợp trạm cuối đa tầng PTI 2,5-PE/ L/L","tổ hợp trạm cuối đa tầng PTI 2,5-PE/ L/L
 nhà sản xuất Phoenix
mã số sản phẩm 3213949",Corporate,Buy,,,each,false,102212899,,,,HAZF-99873-001,,27141111,false,Dangerous Good No / Hazardous Good No,K01126,,true,,,101,49,5.5,0.018,101,49,5.5,1.6000000759959E-2,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Zandonella, Romolo",2024-05-29 10:35:27
2,LONT-31312-001,Standard Part,Separable,80,1,each,00.5 ,lid  D-PTI/3,Released,,,,,,,,X21,K1.B1,lid  D-PTI/3,"lid  D-PTI/3
 manufacturer Phoenix
art. no. 3213975
color gray",Deckel  D-PTI/3,"Deckel  D-PTI/3
 Hersteller Phoenix
Art.-Nr. 3213975
Farbe grau",盖子  D-PTI/3,"盖子  D-PTI/3
 制造商 Phoenix
产品编号 3213975
颜色 灰色",tapa  D-PTI/3,"tapa  D-PTI/3
 fabricante Phoenix
n.º art. 3213975
color gris",tampa  D-PTI/3,"tampa  D-PTI/3
 fabricante Phoenix
número do artigo 3213975
cor cinza",víko  D-PTI/3,"víko  D-PTI/3
 výrobce Phoenix
č. položky 3213975
barva šedý",nắp  D-PTI/3,"nắp  D-PTI/3
 nhà sản xuất Phoenix
mã số sản phẩm 3213975
màu sắc xám",Corporate,Buy,,,each,false,102212941,,,,HAZF-99874-001,,27141111,false,Dangerous Good No / Hazardous Good No,K01077,,true,,,101,50,5,0.04,101,50,5,0.04,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Uhlik,Victor",2023-12-20 07:57:01
2,LONT-82773-001,Standard Part,Separable,81,1,each,00.3 ,Schnellmontage-Endhalter Clipfix 35,Released,,,,,,,,X21,K1.B1,Schnellmontage-Endhalter Clipfix 35,"Schnellmontage-Endhalter Clipfix 35
Phoenix Contact Deutschland GmbH: 3022218
Alte Nummer: 18 90 00 235",Schnellmontage-Endhalter Clipfix 35,"Schnellmontage-Endhalter Clipfix 35
Phoenix Contact Deutschland GmbH: 3022218
Alte Nummer: 18 90 00 235",,,,,,,,,,,BLOA,Buy,,,each,false,18 90 00 235,,,,,,,false,Dangerous Good No / Hazardous Good No,,,,,,,,,,,,,,,,,,S13 Standardization  BLOA,OP Optics (B8),"Malinovic, Sasa Administrator",2019-11-15 04:01:10
2,LOST-12334-001,Standard Part,Component,82,1,each,00.1 ,power supply AG-1303,Released,,,,,,,,G1,K1.G1,power supply AG-1303,"power supply AG-1303
 manufacturer Zhongshan Kaimei Dianzi
art. no. AG-1303
specification 13.56 MHZ,300W",Stromversorgung AG-1303,"Stromversorgung AG-1303
 Hersteller Zhongshan Kaimei Dianzi
Art.-Nr. AG-1303
specification 13.56 MHZ,300W",电源 AG-1303,"电源 AG-1303
 制造商 Zhongshan Kaimei Dianzi
产品编号 AG-1303
specification 13.56 MHZ,300W",alimentación de energía eléctrica,"alimentación de energía eléctrica
 AG-1303
 fabricante Zhongshan Kaimei Dianzi
n.º art. AG-1303
specification 13.56 MHZ,300W",alimentação elétrica AG-1303,"alimentação elétrica AG-1303
 fabricante Zhongshan Kaimei Dianzi
número do artigo AG-1303
specification 13.56 MHZ,300W",napájení proudem AG-1303,"napájení proudem AG-1303
 výrobce Zhongshan Kaimei Dianzi
č. položky AG-1303
specification 13.56 MHZ,300W",bộ nguồn AG-1303,"bộ nguồn AG-1303
 nhà sản xuất Zhongshan Kaimei Dianzi
mã số sản phẩm AG-1303
specification 13.56 MHZ,300W","BLOA, BLOC",Buy,,,each,false,,,,,,,27189200,false,Dangerous Good No / Hazardous Good No,,,,,,,,,,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Yan, Leo",2020-05-27 01:43:34
2,LOST-12328-001,Standard Part,Component,83,1,each,00.2 ,power supply DSL150-10A,Released,,,,,,,,G2,K1.G1,power supply DSL150-10A,"power supply DSL150-10A
manufacturer Hangzhou Jingri Keji
art. no. DSL150-10A
specification 0-150V/0-10A",Stromversorgung DSL150-10A,"Stromversorgung DSL150-10A
Hersteller Hangzhou Jingri Keji
Art.-Nr. DSL150-10A
Spezifikation 0-150V/0-10A",电源 DSL150-10A,"电源 DSL150-10A
制造商 Hangzhou Jingri Keji
产品编号 DSL150-10A
规格 0-150V/0-10A",alimentación de energía eléctrica,"alimentación de energía eléctrica
 DSL150-10A
fabricante Hangzhou Jingri Keji
n.º art. DSL150-10A
especificación 0-150V/0-10A",alimentação elétrica DSL150-10A,"alimentação elétrica DSL150-10A
fabricante Hangzhou Jingri Keji
número do artigo DSL150-10A
especificação 0-150V/0-10A",napájení proudem DSL150-10A,"napájení proudem DSL150-10A
výrobce Hangzhou Jingri Keji
č. položky DSL150-10A
specifikace 0-150V/0-10A",bộ nguồn DSL150-10A,"bộ nguồn DSL150-10A
nhà sản xuất Hangzhou Jingri Keji
mã số sản phẩm DSL150-10A
qui định 0-150V/0-10A","BLOA, BLOC",Buy,,,each,false,,,,,,,27189200,false,Dangerous Good No / Hazardous Good No,,,,,,,,,,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Wang, August",2023-06-16 10:24:32
2,LOST-12329-001,Standard Part,Component,84,1,each,00.1 ,power supply DSL300-05A,Released,,,,,,,,G3,K1.G1,power supply DSL300-05A,"power supply DSL300-05A
 manufacturer Hangzhou Jingri Keji
art. no. DSL300-05A
specification 0-300V/0-5A",Stromversorgung DSL300-05A,"Stromversorgung DSL300-05A
 Hersteller Hangzhou Jingri Keji
Art.-Nr. DSL300-05A
Spezifikation 0-300V/0-5A",电源 DSL300-05A,"电源 DSL300-05A
 制造商 Hangzhou Jingri Keji
产品编号 DSL300-05A
规格 0-300V/0-5A",alimentación de energía eléctrica,"alimentación de energía eléctrica
 DSL300-05A
 fabricante Hangzhou Jingri Keji
n.º art. DSL300-05A
especificación 0-300V/0-5A",alimentação elétrica DSL300-05A,"alimentação elétrica DSL300-05A
 fabricante Hangzhou Jingri Keji
número do artigo DSL300-05A
especificação 0-300V/0-5A",napájení proudem DSL300-05A,"napájení proudem DSL300-05A
 výrobce Hangzhou Jingri Keji
č. položky DSL300-05A
specifikace 0-300V/0-5A",bộ nguồn DSL300-05A,"bộ nguồn DSL300-05A
 nhà sản xuất Hangzhou Jingri Keji
mã số sản phẩm DSL300-05A
qui định 0-300V/0-5A","BLOA, BLOC",Buy,,,each,false,,,,,,,27189200,false,Dangerous Good No / Hazardous Good No,,,,,,,,,,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Yan, Leo",2020-05-27 01:43:37
2,LOST-12332-001,Standard Part,Component,85,1,each,00.1 ,power supply AG-1320,Released,,,,,,,,G4,K1.G1,power supply AG-1320,"power supply AG-1320
 manufacturer Zhongshan Kaimei Dianzi
art. no. AG-1320
specification 13.56 MHZ,2000W",Stromversorgung AG-1320,"Stromversorgung AG-1320
 Hersteller Zhongshan Kaimei Dianzi
Art.-Nr. AG-1320
Spezifikation 13.56 MHZ,2000W",电源 AG-1320,"电源 AG-1320
 制造商 Zhongshan Kaimei Dianzi
产品编号 AG-1320
规格 13.56 MHZ,2000W",alimentación de energía eléctrica,"alimentación de energía eléctrica
 AG-1320
 fabricante Zhongshan Kaimei Dianzi
n.º art. AG-1320
especificación 13.56 MHZ,2000W",alimentação elétrica AG-1320,"alimentação elétrica AG-1320
 fabricante Zhongshan Kaimei Dianzi
número do artigo AG-1320
especificação 13.56 MHZ,2000W",napájení proudem AG-1320,"napájení proudem AG-1320
 výrobce Zhongshan Kaimei Dianzi
č. položky AG-1320
specifikace 13.56 MHZ,2000W",bộ nguồn AG-1320,"bộ nguồn AG-1320
 nhà sản xuất Zhongshan Kaimei Dianzi
mã số sản phẩm AG-1320
qui định 13.56 MHZ,2000W","BLOA, BLOC",Buy,,,each,false,,,,,,,27189200,false,Dangerous Good No / Hazardous Good No,,,,,,,,,,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Yan, Leo",2020-05-27 01:43:35
2,LOST-41338-001,Standard Part,Separable,86,1,each,00.3 ,ion source optics power supply unit IOC,Released,,,,,,,,G5,K1.G1,ion source optics power supply unit IOC,"ion source optics power supply unit IOC
 1520
 manufacturer Kaufman Robinson
art. no. IOC1520-02",Ionenquelle Optik Netzteil IOC 1520,"Ionenquelle Optik Netzteil IOC 1520
 Hersteller Kaufman Robinson
Art.-Nr. IOC1520-02",离子源 光学 电源部件 IOC 1520,"离子源 光学 电源部件 IOC 1520
 制造商 Kaufman Robinson
产品编号 IOC1520-02",fuente de iones óptica fuente de,"fuente de iones óptica fuente de
 alimentación IOC 1520
 fabricante Kaufman Robinson
n.º art. IOC1520-02",fonte de ionização ótica fonte de,"fonte de ionização ótica fonte de
 alimentação IOC 1520
 fabricante Kaufman Robinson
número do artigo IOC1520-02",zdroj iontů optika vestavný síťový,"zdroj iontů optika vestavný síťový
 zdroj IOC 1520
 výrobce Kaufman Robinson
č. položky IOC1520-02",nguồn ion quang học bộ cấp điện IOC 1520,"nguồn ion quang học bộ cấp điện IOC 1520
 nhà sản xuất Kaufman Robinson
mã số sản phẩm IOC1520-02","BLOC, BLOA",Buy - Single Source,,,each,,,,,,,,42000250,,Dangerous Good No / Hazardous Good No,K02210,,,,,,,,,,,,,kg,Specified,,BELOW,S13 Standardization  BLOA,OP Optics (B8),"rettenbacher, peter",2025-02-12 03:32:28
2,CLZM-89560-003,Part,Component,87,1,each,00.1 ,Sicherungsautomat - ABB S201-C16,CS Active,,,,,,,,F11,K1.H2,,,Sicherungsautomat - ABB S201-C16,"Sicherungsautomat - ABB S201-C16
--------------------
ABB S201-C16 Sicherungsautomat C-Char.
6kA 16A 1P 2CDS251001R0164
0240027
",,,,,,,,,,,BLEI,Buy,,,each,false,462724,,,,,,,false,,,,,,,,,,0,,,,,,,,,M66 M2M SC BLEI,MC Confectionery (C0),"ST, Import",2021-02-22 09:05:26
